"Pays","Articles","Elements","1961",flag,"1962",flag,"1963",flag,"1964",flag,"1965",flag,"1966",flag,"1967",flag,"1968",flag,"1969",flag,"1970",flag,"1971",flag,"1972",flag,"1973",flag,"1974",flag,"1975",flag,"1976",flag,"1977",flag,"1978",flag,"1979",flag,"1980",flag,"1981",flag,"1982",flag,"1983",flag,"1984",flag,"1985",flag,"1986",flag,"1987",flag,"1988",flag,"1989",flag,"1990",flag,"1991",flag,"1992",flag,"1993",flag,"1994",flag,"1995",flag,"1996",flag,"1997",flag,"1998",flag,"1999",flag,"2000",flag,"2001",flag,"2002",flag,"2003",flag,"2004",flag,"2005",flag,"2006",flag,"2007",flag,"2008",flag,"2009",flag,"2010",flag,"2011",flag,"2012",flag,
"Sénégal","Oeufs Naturels","Production (tonnes)","2345","A","3066","A","3080","A","3150","A","3325","A","4012","A","3944","A","4104","A","4032","A","3960","A","3816","A","4032","A","4180","A","4408","A","4960","A","5256","A","5440","A","5720","A","6000","A","6320","A","6740","A","7040","A","7760","A","8000","A","8400","A","8650","A","9300","A","10650","A","11300","A","11000","A","11050","A","10550","A","10500","A","11300","A","11500","A","11000","A","11542","A","11194","A","11078","A","10440","A","14732","A","16994","A","17748","A","19720","A","20242","A","21518","A","24244","A","36598","A","26622","A","27376","A","28942","A","27384","A",
"Sénégal","Viande Bovins et Buffles","Animaux Producteurs/Abbatus (Tête)","207000","A","215000","A","234000","A","247000","A","256000","A","265000","A","310000","A","315000","A","320000","A","300000","A","280000","A","280000","A","270000","A","220000","A","238000","A","246000","A","260000","A","278630","A","290000","A","246000","A","294000","A","300000","A","310000","A","300000","A","300000","A","320000","A","315000","A","317300","A","330200","A","340800","A","349300","A","340000","A","350000","A","350000","A","350000","A","350000","A","340000","A","335000","A","321976","A","328460","A","336710","A","299694","A","301751","A","303947","A","339979","A","345065","A","313696","A","363800","A","401276","A","407610","A","430697","A","509450","A",
"Sénégal","Viande Bovins et Buffles","Rendement/Poids Carcasse (Hg/An)","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1388.74","Fc","1405.25","Fc","1437.65","Fc","1503.37","Fc","1435.12","Fc","1419","Fc","1388.2","Fc","1449.12","Fc","1258.29","Fc","1439.42","Fc","1481.87","Fc","1498.47","Fc","1510.39","Fc","1510","Fc",
"Sénégal","Viande Bovins et Buffles","Production (tonnes)","25875","A","26875","A","29250","A","30875","A","32000","A","33125","A","38750","A","39375","A","40000","A","37500","A","35000","A","35000","A","33750","A","27500","A","29750","A","30750","A","32500","A","34828.8","A","36250","A","30750","A","36750","A","37500","A","38750","A","37500","A","37500","A","40000","A","39375","A","39662.5","A","41275","A","42600","A","43662.5","A","42500","A","43750","A","43750","A","43750","A","43750","A","42500","A","41875","A","44714","A","46157","A","48407","A","45055","A","43305","A","43130","A","47196","A","50004","A","39472","A","52366","A","59464","A","61079","A","65052","A","76927","A",
"Sénégal","Viande Ovins et Caprins","Animaux Producteurs/Abbatus (Tête)","857000","A","870000","A","881000","A","937300","A","1003000","A","1050370","A","1042100","A","1024350","A","965000","A","894000","A","827530","A","836000","A","771000","A","712200","A","734800","A","757000","A","779000","A","825000","A","835000","A","817000","A","917000","A","1030000","A","970000","A","950000","A","1190000","A","1490000","A","1520000","A","1460000","A","1540000","A","1705000","A","1919000","A","1834500","A","1878500","A","1937500","A","1942250","A","1981000","A","2028000","A","2043000","A","2165760","A","2189460","A","2254980","A","2194490","A","2231380","A","2234850","A","2431970","A","2500170","A","2592770","A","2649230","A","2869810","A","2994430","A","3502740","A","4002000","A",
"Sénégal","Viande Ovins et Caprins","Rendement/Poids Carcasse (Hg/An)","112.917","Fc","112.115","Fc","111.385","Fc","111.381","Fc","111.575","Fc","111.745","Fc","111.111","Fc","110.085","Fc","109.689","Fc","109.866","Fc","101.149","Fc","101.531","Fc","102.309","Fc","108.082","Fc","112.319","Fc","112.299","Fc","115.071","Fc","120.091","Fc","119.491","Fc","120.563","Fc","123.119","Fc","122.136","Fc","122.268","Fc","120.263","Fc","123.193","Fc","120.403","Fc","120.263","Fc","120.274","Fc","120.13","Fc","119.003","Fc","119.177","Fc","118.316","Fc","118.696","Fc","118.932","Fc","119.235","Fc","119.606","Fc","120.118","Fc","120.421","Fc","106.032","Fc","107.935","Fc","111.739","Fc","108.695","Fc","108.744","Fc","112.222","Fc","116.116","Fc","119.884","Fc","119.644","Fc","116.011","Fc","111.37","Fc","111.47","Fc","109.186","Fc","109.915","Fc",
"Sénégal","Viande Ovins et Caprins","Production (tonnes)","9677","A","9754","A","9813","A","10439.7","A","11191","A","11737.3","A","11578.9","A","11276.5","A","10585","A","9822","A","8370.36","A","8488","A","7888","A","7697.6","A","8253.2","A","8501","A","8964","A","9907.5","A","9977.5","A","9850","A","11290","A","12580","A","11860","A","11425","A","14660","A","17940","A","18280","A","17560","A","18500","A","20290","A","22870","A","21705","A","22297","A","23043","A","23158.5","A","23694","A","24360","A","24602","A","22964","A","23632","A","25197","A","23853","A","24265","A","25080","A","28239","A","29973","A","31021","A","30734","A","31961","A","33379","A","38245","A","43988","A",
"Sénégal","Viande de Volaille","Animaux Producteurs/Abbatus (1000 têtes)","1360","A","2785","A","2700","A","2990","A","2885","A","3840","A","4040","A","4260","A","4585","A","4750","A","5060","A","5465","A","5800","A","6155","A","6450","A","7030","A","8780","A","8020","A","8475","A","9070","A","9530","A","10320","A","9450","A","10145","A","10810","A","13485","A","12275","A","13325","A","12250","A","12700","A","17275","A","16030","A","15015","A","15560","A","17460","A","16250","A","19000","A","20000","A","20937","A","22352","A","23398","A","23102","A","24355","A","24778","A","26801","A","28728","A","32438","A","34776","A","33989","A","38169","A","41700","A","42380","A",
"Sénégal","Viande de Volaille","Rendement/Poids Carcasse (0.1Gr/An)","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10000","Fc","10320.5","Fc","10396.8","Fc","10444.1","Fc","10324.6","Fc","10297.7","Fc","10485.1","Fc","10836.2","Fc","11016.1","Fc","11416.2","Fc","11809.3","Fc","11591.7","Fc","11907.8","Fc","13376","Fc","13375.2","Fc",
"Sénégal","Viande de Volaille","Production (tonnes)","1360","A","2785","A","2700","A","2990","A","2885","A","3840","A","4040","A","4260","A","4585","A","4750","A","5060","A","5465","A","5800","A","6155","A","6450","A","7030","A","8780","A","8020","A","8475","A","9070","A","9530","A","10320","A","9450","A","10145","A","10810","A","13485","A","12275","A","13325","A","12250","A","12700","A","17275","A","16030","A","15015","A","15560","A","17460","A","16250","A","19000","A","20000","A","21608","A","23239","A","24437","A","23852","A","25080","A","25980","A","29042","A","31647","A","37032","A","41068","A","39399","A","45451","A","55778","A","56684","A",
"Sénégal","Viande bovine","Animaux Producteurs/Abbatus (Tête)","207000","F","215000","F","234000","F","247000","F","256000","F","265000","F","310000"," ","315000"," ","320000"," ","300000"," ","280000","F","280000","F","270000","F","220000","*","238000","*","246000"," ","260000","F","278630"," ","290000","F","246000"," ","294000"," ","300000","F","310000","F","300000","F","300000","F","320000","F","315000","F","317300"," ","330200"," ","340800"," ","349300"," ","340000","F","350000","F","350000","F","350000","F","350000","F","340000","F","335000","F","321976"," ","328460"," ","336710"," ","299694"," ","301751"," ","303947"," ","339979"," ","345065"," ","313696"," ","363800"," ","401276"," ","407610"," ","430697"," ","509450","F",
"Sénégal","Viande bovine","Rendement/Poids Carcasse (Hg/An)","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1388.74","Fc","1405.25","Fc","1437.65","Fc","1503.37","Fc","1435.12","Fc","1419","Fc","1388.2","Fc","1449.12","Fc","1258.29","Fc","1439.42","Fc","1481.87","Fc","1498.47","Fc","1510.39","Fc","1510","Fc",
"Sénégal","Viande bovine","Production (tonnes)","25875","Fc","26875","Fc","29250","Fc","30875","Fc","32000","Fc","33125","Fc","38750","Fc","39375","Fc","40000","Fc","37500","Fc","35000","Fc","35000","Fc","33750","Fc","27500","Fc","29750","Fc","30750","Fc","32500","Fc","34828.8","Fc","36250","Fc","30750","Fc","36750","Fc","37500","Fc","38750","Fc","37500","Fc","37500","Fc","40000","Fc","39375","Fc","39662.5","Fc","41275","Fc","42600","Fc","43662.5","Fc","42500","Fc","43750","Fc","43750","Fc","43750","Fc","43750","Fc","42500","Fc","41875","Fc","44714"," ","46157"," ","48407"," ","45055"," ","43305"," ","43130"," ","47196"," ","50004"," ","39472"," ","52366"," ","59464"," ","61079"," ","65052"," ","76927"," ",
"Sénégal","Lait entier frais de vache","Animaux laitiers (Tête)","187500","F","200000","F","227000","F","239750","F","245913","F","255000","F","240000"," ","248000"," ","253000"," ","253000"," ","261000"," ","267000"," ","250000"," ","225000"," ","232000"," ","238000"," ","244000"," ","251000"," ","253000"," ","250000"," ","225000"," ","226000"," ","233000"," ","220000","F","220000","F","222222","Fc","222222","Fc","222222","Fc","222222","Fc","436288"," ","447400"," ","463000"," ","474666"," ","484345"," ","491365"," ","503420"," ","515250"," ","506824"," ","519340"," ","542617"," ","556246"," ","477752"," ","512843"," ","532823"," ","540289"," ","559617"," ","571904"," ","621436"," ","701541"," ","718590"," ","727623"," ","740000","F",
"Sénégal","Lait entier frais de vache","Rendement (Hg/An)","3700","Fc","3700","Fc","3700","Fc","3700","Fc","3700","Fc","3700","Fc","3700","Fc","3700","Fc","3700","Fc","3700","Fc","3700","Fc","3000","Fc","3000","Fc","3200","Fc","3500","Fc","3600","Fc","3500","Fc","3700","Fc","3600","Fc","3500","Fc","3600","Fc","3700","Fc","3600","Fc","3500","Fc","3600","Fc","3600","Fc","3600","Fc","3600","Fc","3600","Fc","1853.25","Fc","1853.26","Fc","1853.11","Fc","1853.13","Fc","1870.15","Fc","1869.93","Fc","1874.46","Fc","1873.98","Fc","1874.32","Fc","1873.84","Fc","1854","Fc","1854","Fc","1854","Fc","1854","Fc","1853.99","Fc","1854.01","Fc","1854","Fc","2113.34","Fc","2088.39","Fc","2089.24","Fc","2235.67","Fc","2244.87","Fc","2346.35","Fc",
"Sénégal","Lait entier frais de vache","Production (tonnes)","69375","Fc","74000","Fc","83990","Fc","88707.5","Fc","90987.8","Fc","94350","Fc","88800","Fc","91760","Fc","93610","Fc","93610","Fc","96570","Fc","80100","Fc","75000","Fc","72000","Fc","81200","Fc","85680","Fc","85400","Fc","92870","Fc","91080","Fc","87500","Fc","81000","Fc","83620","Fc","83880","Fc","77000","Fc","79200","Fc","80000","F","80000","F","80000","F","80000","F","80855"," ","82915"," ","85799"," ","87962"," ","90580"," ","91882"," ","94364"," ","96557"," ","94995"," ","97316"," ","100601"," ","103128"," ","88575"," ","95081"," ","98785"," ","100170"," ","103753"," ","120863"," ","129780"," ","146569"," ","160653"," ","163342"," ","173630","*",
"Sénégal","Peaux de bovins fraiches","Animaux Producteurs/Abbatus (Tête)","207000","F","215000","F","234000","F","247000","F","256000","F","265000","F","310000"," ","315000"," ","320000"," ","300000"," ","280000","F","280000","F","270000","F","220000","*","238000","*","246000"," ","260000","F","278630"," ","290000","F","246000"," ","294000"," ","300000","F","310000","F","300000","F","300000","F","320000","F","315000","F","317300"," ","330200"," ","340800"," ","349300"," ","340000","F","350000","F","350000","F","350000","F","350000","F","340000","F","335000","F","321976"," ","328460"," ","336710"," ","299694"," ","301751"," ","303947"," ","339979"," ","345065"," ","313696"," ","363800"," ","401276"," ","407610"," ","430697"," ","509450","F",
"Sénégal","Peaux de bovins fraiches","Rendement (Hg/An)","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc","250","Fc",
"Sénégal","Peaux de bovins fraiches","Production (tonnes)","5175","Fc","5375","Fc","5850","Fc","6175","Fc","6400","Fc","6625","Fc","7750","Fc","7875","Fc","8000","Fc","7500","Fc","7000","Fc","7000","Fc","6750","Fc","5500","Fc","5950","Fc","6150","Fc","6500","Fc","6965.75","Fc","7250","Fc","6150","Fc","7350","Fc","7500","Fc","7750","Fc","7500","Fc","7500","Fc","8000","Fc","7875","Fc","7932.5","Fc","8255","Fc","8520","Fc","8732.5","Fc","8500","Fc","8750","Fc","8750","Fc","8750","Fc","8750","Fc","8500","Fc","8375","Fc","8049.4","Fc","8211.5","Fc","8417.75","Fc","7492.35","Fc","7543.78","Fc","7598.68","Fc","8499.48","Fc","8626.63","Fc","7842.4","Fc","9095","Fc","10031.9","Fc","10190.3","Fc","10767.4","Fc","12736.3","Fc",
"Sénégal","Viande indigène bovins","Production (Tête)","150000","F","160000","F","182000","F","191500","F","197000","F","202857","F","240000"," ","241795"," ","250000"," ","245000"," ","257300","F","262481","F","249727","F","213334","*","230440","*","237820"," ","245020","F","258830"," ","260017","F","241140"," ","274080"," ","280080","F","271000","F","267000","F","270500","F","300465","F","307170","F","309315"," ","322238"," ","332808"," ","341309"," ","332004","F","340000","F","340000","F","340000","F","340000","F","330000","F","325000","F","311976"," ","318460"," ","326710"," ","246717"," ","293991"," ","286908"," ","318000"," ","315733"," ","262297"," ","232555"," ","301321"," ","307636"," ","230702"," ","309455","F",
"Sénégal","Viande indigène bovins","Rendement/Poids Carcasse (Hg/An)","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1250","Fc","1389","Fc","1405","Fc","1438","Fc","1503","Fc","1435","Fc","1419","Fc","1388","Fc","1449","Fc","1258","Fc","1439","Fc","1482","Fc","1498","Fc","1510","Fc","1510","Fc",
"Sénégal","Viande indigène bovins","Production (tonnes)","18750","Fc","20000","Fc","22750","Fc","23937.5","Fc","24625","Fc","25357.1","Fc","30000","Fc","30224.4","Fc","31250","Fc","30625","Fc","32162.5","Fc","32810.1","Fc","31215.9","Fc","26666.8","Fc","28805","Fc","29727.5","Fc","30627.5","Fc","32353.8","Fc","32502.1","Fc","30142.5","Fc","34260","Fc","35010","Fc","33875","Fc","33375","Fc","33812.5","Fc","37558.1","Fc","38396.3","Fc","38664.4","Fc","40279.8","Fc","41601","Fc","42663.6","Fc","41500.5","Fc","42500","Fc","42500","Fc","42500","Fc","42500","Fc","41250","Fc","40625","Fc","43333.5","Fc","44743.6","Fc","46980.9","Fc","37081.6","Fc","42187.7","Fc","40712.2","Fc","44138.4","Fc","45749.7","Fc","32997","Fc","33464.7","Fc","44655.8","Fc","46083.9","Fc","34836","Fc","46727.7","Fc",
"Sénégal","Viande ovin","Animaux Producteurs/Abbatus (Tête)","491000","F","481000","F","471000","F","501000","F","541000","F","571000","F","550000","F","514346","F","475000","F","444000","F","437530","F","450000","F","430000","F","400000","F","410000","F","422000","F","434000","F","460000","F","465000","F","480000","*","530000","F","570000","F","540000","F","550000","F","690000","F","760000","F","770000","F","740000","F","775000","F","810000","F","920000","F","840000","F","878000","F","917000","F","934000","F","971000","F","1020000","F","1043000","F","1169220"," ","1180920"," ","1216280"," ","1180500"," ","1199510"," ","1208500"," ","1313060"," ","1349030"," ","1398990"," ","1430380"," ","1549110"," ","1614880"," ","1838540"," ","2100000","F",
"Sénégal","Viande ovin","Rendement/Poids Carcasse (Hg/An)","130","Fc","130","Fc","130","Fc","130","Fc","130","Fc","130","Fc","130","Fc","130","Fc","130","Fc","130","Fc","120","Fc","120","Fc","120","Fc","130","Fc","130","Fc","130","Fc","135","Fc","140","Fc","135","Fc","135","Fc","140","Fc","140","Fc","140","Fc","135","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","140","Fc","116.513","Fc","111.862","Fc","129.214","Fc","126.396","Fc","123.2","Fc","125.999","Fc","130.017","Fc","138.433","Fc","138.385","Fc","129.399","Fc","125.924","Fc","126.771","Fc","126.002","Fc","127.048","Fc",
"Sénégal","Viande ovin","Production (tonnes)","6383","Fc","6253","Fc","6123","Fc","6513","Fc","7033","Fc","7423","Fc","7150","Fc","6686.5","Fc","6175","Fc","5772","Fc","5250.36","Fc","5400","Fc","5160","Fc","5200","Fc","5330","Fc","5486","Fc","5859","Fc","6440","Fc","6277.5","Fc","6480","Fc","7420","Fc","7980","Fc","7560","Fc","7425","Fc","9660","Fc","10640","Fc","10780","Fc","10360","Fc","10850","Fc","11340","Fc","12880","Fc","11760","Fc","12292","Fc","12838","Fc","13076","Fc","13594","Fc","14280","Fc","14602","Fc","13623"," ","13210"," ","15716"," ","14921"," ","14778"," ","15227"," ","17072"," ","18675"," ","19360"," ","18509"," ","19507"," ","20472"," ","23166"," ","26680"," ",
"Sénégal","Lait entier frais de brebis","Animaux laitiers (Tête)","88200","F","92100","F","95050","F","98000","F","100950","F","212600","F","270450","F","269350","F","280000","F","300000","F","340000","F","270000","F","270000","F","321600","F","337750","F","348000","F","354400","F","374800","F","352500","F","365250","F","398500","F","420000","F","400000","F","400000","F","530000","F","630000","F","580000","F","530000","F","554000","F","373657"," ","387567"," ","408153"," ","426127"," ","537677"," ","547386"," ","569197"," ","590713"," ","466392"," ","632787"," ","639814"," ","658959"," ","474762"," ","554929"," ","560975"," ","578766"," ","595413"," ","719468"," ","610067"," ","748022"," ","764799"," ","794344"," ","840000","F",
"Sénégal","Lait entier frais de brebis","Rendement (Hg/An)","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","200","Fc","154.5","Fc","154.502","Fc","154.501","Fc","154.508","Fc","154.498","Fc","154.498","Fc","154.498","Fc","154.508","Fc","154.505","Fc","154.507","Fc","154.498","Fc","154.501","Fc","154.498","Fc","154.506","Fc","154.499","Fc","154.501","Fc","154.498","Fc","154.503","Fc","154.508","Fc","154.501","Fc","154.498","Fc","154.505","Fc","155.357","Fc",
"Sénégal","Lait entier frais de brebis","Production (tonnes)","1764","Fc","1842","Fc","1901","Fc","1960","Fc","2019","Fc","4252","Fc","5409","Fc","5387","Fc","5600","Fc","6000","Fc","6800","Fc","5400","Fc","5400","Fc","6432","Fc","6755","Fc","6960","Fc","7088","Fc","7496","Fc","7050","Fc","7305","Fc","7970","Fc","8400","Fc","8000","Fc","8000","Fc","10600","Fc","12600","Fc","11600","Fc","10600","Fc","11080","Fc","5773"," ","5988"," ","6306"," ","6584"," ","8307"," ","8457"," ","8794"," ","9127"," ","7206"," ","9777"," ","9885"," ","10181"," ","7335"," ","8574"," ","8667"," ","8942"," ","9199"," ","11116"," ","9426"," ","11557"," ","11816"," ","12273"," ","13050","*",
"Sénégal","Peaux d'ovins fraiches","Animaux Producteurs/Abbatus (Tête)","491000","F","481000","F","471000","F","501000","F","541000","F","571000","F","550000","F","514346","F","475000","F","444000","F","437530","F","450000","F","430000","F","400000","F","410000","F","422000","F","434000","F","460000","F","465000","F","480000","*","530000","F","570000","F","540000","F","550000","F","690000","F","760000","F","770000","F","740000","F","775000","F","810000","F","920000","F","840000","F","878000","F","917000","F","934000","F","971000","F","1020000","F","1043000","F","1169220"," ","1180920"," ","1216280"," ","1180500"," ","1199510"," ","1208500"," ","1313060"," ","1349030"," ","1398990"," ","1430380"," ","1549110"," ","1614880"," ","1838540"," ","2100000","F",
"Sénégal","Peaux d'ovins fraiches","Rendement (Hg/An)","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc","29","Fc",
"Sénégal","Peaux d'ovins fraiches","Production (tonnes)","1423.9","Fc","1394.9","Fc","1365.9","Fc","1452.9","Fc","1568.9","Fc","1655.9","Fc","1595","Fc","1491.6","Fc","1377.5","Fc","1287.6","Fc","1268.84","Fc","1305","Fc","1247","Fc","1160","Fc","1189","Fc","1223.8","Fc","1258.6","Fc","1334","Fc","1348.5","Fc","1392","Fc","1537","Fc","1653","Fc","1566","Fc","1595","Fc","2001","Fc","2204","Fc","2233","Fc","2146","Fc","2247.5","Fc","2349","Fc","2668","Fc","2436","Fc","2546.2","Fc","2659.3","Fc","2708.6","Fc","2815.9","Fc","2958","Fc","3024.7","Fc","3390.74","Fc","3424.67","Fc","3527.21","Fc","3423.45","Fc","3478.58","Fc","3504.64","Fc","3807.88","Fc","3912.18","Fc","4057.08","Fc","4148.11","Fc","4492.42","Fc","4683.15","Fc","5331.77","Fc","6090","Fc",
"Sénégal","Peaux d'ovins non délainées","Animaux Producteurs/Abbatus (Tête)","640.755","Fc","627.705","Fc","614.655","Fc","653.805","Fc","706.005","Fc","745.155","Fc","717.75","Fc","671.222","Fc","619.875","Fc","579.42","Fc","570.977","Fc","587.25","Fc","561.15","Fc","522","Fc","535.05","Fc","550.71","Fc","566.37","Fc","600.3","Fc","606.825","Fc","626.4","Fc","691.65","Fc","743.85","Fc","704.7","Fc","717.75","Fc","900.45","Fc","991.8","Fc","1004.85","Fc","965.7","Fc","1011.37","Fc","1057.05","Fc","1200.6","Fc","1096.2","Fc","1145.79","Fc","1196.68","Fc","1218.87","Fc","1267.15","Fc","1331.1","Fc","1361.11","Fc","1525.83","Fc","1541.1","Fc","1587.25","Fc","1540.55","Fc","1565.36","Fc","1577.09","Fc","1713.54","Fc","1760.48","Fc","1825.69","Fc","1866.65","Fc","2021.59","Fc","2107.42","Fc","2399.3","Fc","2740.5","Fc",
"Sénégal","Peaux d'ovins non délainées","Rendement (Hg/An)","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc","8000","Fc",
"Sénégal","Peaux d'ovins non délainées","Production (tonnes)","512.604","Fc","502.164","Fc","491.724","Fc","523.044","Fc","564.804","Fc","596.124","Fc","574.2","Fc","536.977","Fc","495.9","Fc","463.536","Fc","456.781","Fc","469.8","Fc","448.92","Fc","417.6","Fc","428.04","Fc","440.568","Fc","453.096","Fc","480.24","Fc","485.46","Fc","501.12","Fc","553.32","Fc","595.08","Fc","563.76","Fc","574.2","Fc","720.36","Fc","793.44","Fc","803.88","Fc","772.56","Fc","809.1","Fc","845.64","Fc","960.48","Fc","876.96","Fc","916.632","Fc","957.348","Fc","975.096","Fc","1013.72","Fc","1064.88","Fc","1088.89","Fc","1220.67","Fc","1232.88","Fc","1269.8","Fc","1232.44","Fc","1252.29","Fc","1261.67","Fc","1370.84","Fc","1408.39","Fc","1460.55","Fc","1493.32","Fc","1617.27","Fc","1685.93","Fc","1919.44","Fc","2192.4","Fc",
